Epoch,Training Accuracy,Generalization Accuracy
0,31.125,79.16666666666667
1,90.95833333333333,89.66666666666667
2,96.54166666666667,96.66666666666667
3,97.375,95.16666666666667
4,98.04166666666667,96.5
5,99.375,97.83333333333333
6,99.91666666666667,96.16666666666667
7,99.83333333333333,98.0
8,100.0,97.83333333333333
9,100.0,97.83333333333333
10,100.0,98.16666666666667
11,100.0,98.0
12,100.0,98.16666666666667
13,100.0,98.33333333333333
14,100.0,98.16666666666667
15,100.0,98.0
16,100.0,98.33333333333333
17,100.0,98.33333333333333
18,100.0,98.33333333333333
19,100.0,98.33333333333333
20,100.0,98.16666666666667
21,100.0,98.33333333333333
22,100.0,98.33333333333333
23,100.0,98.33333333333333
24,100.0,98.33333333333333
25,100.0,98.33333333333333
26,100.0,98.33333333333333
27,100.0,98.33333333333333
28,100.0,98.33333333333333
29,100.0,98.33333333333333
30,100.0,98.33333333333333
31,100.0,98.33333333333333
32,100.0,98.33333333333333
33,100.0,98.33333333333333
34,100.0,98.33333333333333
35,100.0,98.33333333333333
36,100.0,98.33333333333333
37,100.0,98.33333333333333
38,100.0,98.33333333333333
39,100.0,98.33333333333333
